Date,Time,NO,NO2,CO,CO 8hr,O3,O3 8hr,PM2.5,PM10,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
01/04/2019,02:00,4.0,6.44,,,,,13.0,30.91,2.51,80.18,20.15,84.33,7.43,1010.71,,
12/07/2016,10:00,3.63,11.84,3.37,2.74,12.06,7.25,25.1,66.79,2.2,73.84,24.52,53.42,561.08,1014.62,0.02,
12/08/2018,16:00,295.48,17.28,0.66,0.65,17.81,14.84,11.19,54.34,0.44,182.43,27.45,38.15,184.92,1010.57,,
11/28/2015,22:00,20.87,31.63,2.35,2.29,0.07,10.89,124.33,,1.04,299.44,22.12,79.34,7.3,1016.28,,
20/01/2018,14:00,2.1,6.08,,,,,107.87,147.84,2.67,179.75,22.49,74.31,502.38,1010.86,0.02,
10/02/2014,14:00,1.15,6.42,2.46,,26.44,,,129.47,4.01,217.91,32.32,52.71,638.86,1007.42,0.03,
3/27/2016,09:00,33.42,11.47,1.05,0.94,17.75,20.8,,,1.84,93.37,25.5,73.48,184.19,1013.57,,
01/06/2015,03:00,5.93,13.01,1.87,1.98,2.21,6.87,115.22,143.58,0.91,254.22,15.68,93.93,7.76,1013.07,,
19/04/2019,04:00,5.74,14.39,0.57,0.78,3.13,6.3,54.5,114.8,0.48,84.58,24.38,86.12,8.04,1006.64,,
7/24/2014,24:00:00,5.12,13.62,1.21,1.36,8.39,10.04,38.28,94.9,7.34,,28.13,81.81,5.13,1001.93,0.03,
10/26/2014,12:00,2.42,8.42,2.68,2.55,15.85,10.42,22.93,53.0,2.68,58.32,27.88,58.98,335.47,1013.69,,
07/11/2016,22:00,9.98,15.36,0.99,0.81,1.78,9.26,15.93,41.28,2.07,134.51,29.16,78.85,7.17,1001.02,,
6/13/2014,11:00,3.89,13.2,0.72,0.59,,,14.0,26.0,2.3,128.89,26.98,87.09,119.86,,,
9/20/2016,20:00,10.2,16.1,2.15,1.88,0.13,3.06,21.0,67.36,0.47,26.16,25.82,90.57,7.78,1005.0,0.02,
7/25/2014,14:00,2.25,7.58,1.04,1.03,17.86,12.09,6.16,29.2,2.07,,32.08,65.85,544.37,1000.69,0.02,
07/04/2013,23:00,6.9,10.15,1.52,1.55,3.14,5.27,67.0,96.0,3.77,111.51,27.49,93.98,6.86,1082.38,7.24,2.35
06/04/2014,24:00:00,10.72,20.78,1.02,1.13,,,49.78,99.81,2.4,128.68,29.33,85.63,7.71,,,
3/31/2013,19:00,6.52,17.68,2.88,2.68,27.56,44.53,42.13,123.47,2.93,9.96,30.77,52.71,8.31,1085.6,0.01,1.35
11/10/2015,23:00,28.14,21.93,3.91,4.02,0.67,5.66,78.56,145.72,1.28,24.08,23.58,78.17,7.65,1010.61,,
12/01/2013,20:00,7.22,11.42,1.89,1.4,7.13,17.22,79.7,144.27,1.1,275.91,24.71,73.93,7.56,,,
12/19/2016,23:00,34.41,33.12,4.94,4.46,1.31,11.74,152.85,242.28,0.48,63.84,20.31,83.76,7.99,1012.77,,
11/23/2015,10:00,53.86,9.83,1.87,1.87,10.35,5.51,10.2,69.0,3.05,70.05,24.69,49.46,583.22,1015.32,0.03,
02/01/2016,17:00,14.11,13.19,4.4,4.39,,,31.27,77.93,1.95,236.49,25.81,48.51,82.35,1013.81,,
12/19/2014,07:00,7.84,10.76,1.32,1.5,2.39,1.67,61.1,77.27,2.49,29.06,14.73,97.71,12.47,1018.89,0.03,
02/11/2013,12:00,4.64,7.51,1.44,1.57,33.95,15.3,,118.91,2.59,240.96,27.35,39.12,551.43,1096.09,,1.26
06/03/2013,14:00,0.63,4.23,0.57,0.58,29.02,7.29,38.97,96.97,4.35,247.99,35.37,55.84,597.92,1080.41,0.03,1.4
12/26/2015,05:00,159.19,21.05,4.01,4.0,3.86,2.68,77.58,105.78,2.0,46.32,13.33,88.35,7.29,1015.09,,
4/22/2015,17:00,,10.68,4.28,3.71,0.75,1.6,20.09,86.06,3.14,29.37,27.86,65.36,97.55,1003.3,0.02,
12/09/2018,12:00,119.61,12.85,0.76,0.6,17.27,8.65,19.8,65.97,0.97,106.15,24.82,53.68,617.49,1013.09,,
4/24/2013,07:00,2.13,1.29,3.07,3.36,9.21,5.85,40.93,61.25,2.38,210.88,25.33,74.91,203.79,1093.23,0.01,1.24
14/02/2018,17:00,1.8,8.07,,,,,128.91,221.34,3.17,223.09,25.15,67.3,76.21,1013.54,,
9/15/2016,02:00,19.91,10.71,2.5,2.09,,,27.57,50.65,0.44,321.09,26.44,93.22,7.84,1005.73,0.03,
01/02/2019,04:00,61.61,23.5,1.47,,,,185.68,310.88,0.4,60.6,16.64,81.27,8.41,1014.91,,
5/17/2018,15:00,9.86,15.02,,,,,31.03,111.0,1.44,106.05,28.78,66.62,521.14,1004.28,,
11/12/2015,05:00,6.38,9.67,2.88,3.35,2.0,2.37,39.87,69.81,1.61,44.06,21.03,90.25,7.62,1012.39,,
03/12/2015,09:00,1.23,14.67,2.99,2.97,,,110.2,284.0,2.6,60.36,22.34,58.3,477.23,1016.38,0.02,
1/27/2013,05:00,4.29,4.21,1.59,1.79,6.62,7.24,145.31,216.14,1.16,17.72,13.26,96.77,7.78,1097.48,0.01,1.25
12/19/2015,21:00,264.82,53.46,3.65,3.63,0.63,28.53,314.04,,0.39,284.37,17.61,90.31,7.54,1017.8,,
11/21/2012,06:00,4.49,3.21,5.34,5.46,,1.08,68.03,94.78,2.82,181.01,23.1,,7.02,1093.17,0.04,2.26
09/03/2014,08:00,3.5,7.72,1.6,1.78,7.11,5.74,18.79,37.97,2.87,157.67,27.62,84.34,126.27,1006.2,0.02,
16/01/2017,08:00,4.33,11.2,,3.77,,,76.3,114.19,1.81,59.32,14.92,83.69,104.29,1014.32,0.02,
14/10/2018,11:00,2.97,4.76,,,,,5.08,23.0,0.77,229.28,25.84,83.59,422.2,1011.32,,
11/27/2012,03:00,33.61,5.12,6.91,,,0.89,141.78,170.6,1.85,195.29,19.39,93.93,7.55,1093.91,0.03,2.05
02/02/2016,05:00,92.92,18.31,4.79,4.81,0.44,0.44,,,1.85,38.88,17.67,90.45,7.5,1013.33,,
5/13/2018,23:00,3.14,13.64,,,,,18.38,67.08,0.35,81.0,25.17,77.81,8.07,1010.02,,
11/06/2017,16:00,2.42,6.09,,,,,22.32,56.47,1.78,272.21,31.06,51.4,216.53,1008.23,,
3/13/2016,16:00,,,,,,,,,4.41,233.04,29.97,60.18,246.53,1008.86,0.02,
05/04/2019,10:00,3.41,10.68,0.28,,8.58,,13.11,,1.88,119.57,21.01,95.59,79.43,1013.85,2.52,
27/02/2016,09:00,,,4.91,4.94,,,,,2.94,44.46,23.3,60.57,378.77,1017.47,0.02,
8/13/2013,12:00,1.64,0.65,1.79,2.12,6.94,4.51,6.94,14.02,1.39,101.39,31.49,69.73,660.06,1084.4,0.05,1.77
3/22/2016,19:00,55.32,10.1,1.06,0.61,42.23,50.94,,,1.53,249.43,27.87,43.46,8.32,1005.04,,
01/01/2013,16:00,,4.37,6.62,6.51,18.86,13.78,71.19,122.23,3.62,41.54,23.55,51.99,192.24,,0.01,1.34
11/21/2012,21:00,3.92,8.92,5.97,5.46,2.27,8.79,102.08,168.63,1.95,70.61,26.0,76.86,7.24,1093.26,0.03,1.91
13/02/2019,16:00,4.66,9.86,0.33,0.47,41.39,28.96,38.82,90.23,1.26,233.4,28.98,36.38,333.64,1013.11,0.02,
11/18/2014,16:00,8.16,9.86,0.85,0.93,16.62,13.78,17.46,60.44,3.3,166.78,28.92,43.2,199.69,1011.24,0.02,
12/10/2018,15:00,2.82,4.75,,,,,11.97,17.03,0.4,229.98,24.28,94.7,113.77,1010.46,0.11,
07/07/2017,19:00,3.77,3.9,,,,,8.06,32.34,3.16,36.35,29.87,75.96,25.49,999.21,,
09/04/2018,19:00,3.06,10.94,,,3.83,9.22,16.72,37.17,0.48,251.72,29.61,80.82,10.99,999.39,,
7/24/2017,12:00,3.48,2.39,,,,,8.6,30.53,5.11,91.14,25.74,92.68,155.16,1001.9,2.01,
7/14/2017,15:00,3.35,2.32,,,,,3.0,21.84,1.79,102.11,31.21,69.73,664.36,1000.54,0.03,
12/24/2014,20:00,11.2,28.03,2.41,1.87,7.24,13.23,120.23,231.07,1.85,308.68,21.93,62.2,7.37,1013.91,,
09/03/2017,09:00,4.08,0.89,,4.89,,,36.76,52.94,3.04,59.22,20.72,78.48,323.08,1010.16,0.04,
10/28/2014,04:00,7.77,12.6,2.58,3.64,3.22,3.32,32.75,65.71,1.47,42.48,21.62,86.9,7.31,1010.74,,
8/22/2013,12:00,0.36,4.04,0.4,0.46,5.69,3.43,17.0,42.66,2.43,210.38,33.65,56.6,911.2,1082.52,,2.23
09/06/2016,12:00,3.8,8.68,1.32,1.18,14.07,11.45,8.91,48.58,4.61,107.96,32.52,62.5,861.71,1002.86,0.02,
14/02/2017,11:00,4.16,0.41,,4.41,,,,179.53,0.69,93.14,24.72,54.58,632.67,1020.45,,
11/08/2016,13:00,2.08,4.89,1.66,1.76,20.76,7.58,13.03,50.5,3.4,191.23,28.38,67.62,773.61,1009.2,0.02,
04/09/2015,13:00,5.16,13.65,3.54,3.57,,,,,1.86,73.27,28.32,58.25,618.94,1009.28,,
7/31/2016,07:00,3.13,6.51,0.9,1.13,10.43,9.06,,22.93,0.52,28.03,27.32,82.26,214.06,1002.11,,
3/30/2013,17:00,5.06,5.08,2.66,2.85,51.35,52.68,39.03,98.87,3.67,27.3,33.84,39.51,167.27,1083.28,0.02,1.46
7/15/2017,09:00,3.62,2.24,,,,,9.0,26.77,4.07,44.09,27.81,87.85,387.59,1003.58,0.08,
10/22/2015,21:00,15.25,26.46,1.51,1.2,0.58,20.64,,215.24,1.65,43.08,27.83,75.51,7.6,1009.89,,
5/31/2013,09:00,,,3.13,3.07,6.68,5.54,23.77,46.53,5.13,249.98,31.98,62.17,647.09,1085.97,0.03,1.63
11/04/2015,11:00,8.34,12.03,1.73,1.54,10.27,2.4,46.96,91.18,1.71,55.86,27.12,74.45,567.21,1014.38,0.02,
1/23/2019,10:00,8.43,12.69,0.55,0.43,7.78,6.49,,71.56,1.08,76.09,21.43,64.1,475.9,1016.88,,
11/12/2016,06:00,5.94,13.21,2.18,2.36,,,75.85,111.8,0.46,116.55,22.47,95.22,8.24,1012.02,,
07/10/2018,05:00,3.17,5.08,,,,,38.0,60.5,0.49,60.6,25.85,84.34,8.12,1009.02,,
12/22/2017,17:00,2.2,6.86,,,,,21.36,51.94,0.79,224.31,25.23,57.72,73.87,1012.34,,
7/21/2014,21:00,2.7,9.67,1.09,1.19,9.84,12.4,22.72,57.66,3.03,,29.0,73.57,6.44,1000.66,0.03,
23/02/2019,15:00,4.86,9.35,0.49,0.79,27.77,15.95,62.13,123.08,1.0,235.18,25.83,71.61,355.29,1007.63,,
10/02/2013,21:00,24.25,18.08,3.34,2.4,4.3,8.37,179.29,385.57,1.85,310.28,31.71,69.62,7.09,1088.72,0.03,2.22
03/10/2013,13:00,4.59,3.03,2.2,2.41,51.61,29.59,88.44,161.91,3.44,326.83,31.63,35.64,708.76,1091.31,0.03,1.44
12/15/2013,17:00,5.56,9.16,0.39,0.24,16.21,18.35,48.14,108.91,1.81,319.0,24.25,55.65,54.55,,,
11/30/2013,05:00,11.45,10.86,1.23,2.46,2.11,2.11,56.97,81.22,3.06,31.06,20.16,87.7,7.07,,0.02,
2/20/2015,14:00,3.8,6.81,2.33,,29.9,,,,3.25,216.04,26.59,44.91,659.79,1012.75,0.02,
10/30/2017,04:00,2.53,2.2,,,12.81,10.7,5.97,22.74,4.01,57.82,21.59,91.14,6.72,1013.99,,
4/14/2018,22:00,7.2,12.55,,,,,65.13,153.13,0.42,94.83,25.52,81.31,7.97,1006.9,0.04,
7/30/2017,17:00,2.95,2.12,,,,,23.97,49.22,4.33,248.15,31.91,70.99,299.73,999.02,0.03,
04/10/2015,16:00,2.79,8.24,3.28,3.21,,,,,2.93,107.72,30.24,63.28,452.71,1006.91,0.02,
01/04/2015,22:00,5.58,10.21,1.73,1.88,6.5,5.95,69.73,94.65,3.61,227.13,21.72,86.86,6.89,1010.08,0.03,
14/02/2017,04:00,6.04,,,6.41,,,168.52,247.97,0.67,52.02,18.06,87.7,8.24,1017.58,,
12/01/2016,04:00,2.54,8.4,2.59,,2.08,,39.74,87.26,0.83,57.76,19.7,84.76,8.0,1014.34,,
11/10/2017,06:00,5.82,6.3,,,,,15.13,48.97,0.48,54.38,20.74,89.17,8.32,1010.64,,
05/08/2014,13:00,1.84,13.72,2.92,2.59,0.05,,14.25,20.37,5.52,320.86,25.06,87.92,181.41,,0.03,
3/17/2013,17:00,4.92,2.91,2.26,2.32,48.17,45.21,50.19,142.55,7.4,21.13,31.31,41.97,173.92,1089.26,0.04,1.78
26/02/2019,10:00,5.53,10.09,0.45,0.32,19.45,11.61,28.95,44.13,0.96,74.91,20.69,76.42,320.03,1014.07,,
06/12/2018,02:00,2.63,4.98,,,,,,,2.42,57.92,25.64,97.22,6.76,990.46,0.67,
02/05/2013,02:00,8.41,15.02,1.57,2.52,8.02,4.58,82.4,143.78,4.04,188.82,20.05,66.67,7.51,1098.48,,1.35
11/24/2016,14:00,1.84,8.26,2.52,2.62,27.68,12.38,20.03,59.16,1.5,213.94,27.2,52.17,540.87,1009.18,,
11/10/2016,20:00,4.33,16.82,2.19,1.89,6.46,11.64,59.81,119.65,0.43,266.39,25.83,75.2,8.27,1010.45,,
02/09/2015,13:00,,10.65,2.32,2.49,33.37,13.18,77.75,147.0,2.09,179.83,25.25,42.03,624.96,1015.8,0.03,
8/30/2014,24:00:00,2.64,8.5,1.5,1.91,9.0,11.14,10.91,24.72,3.38,167.53,25.96,87.58,6.6,1004.24,0.03,
6/20/2014,18:00,5.28,14.13,0.65,0.53,8.65,10.17,11.32,17.57,2.85,,28.24,80.75,56.09,995.19,0.04,
06/03/2014,13:00,5.97,15.55,0.86,0.61,0.06,,,,3.3,127.84,27.29,93.49,93.58,,6.03,
6/16/2015,03:00,8.12,6.49,3.9,4.33,,,6.94,27.72,1.09,92.53,26.01,90.87,7.58,1001.8,,
09/08/2016,17:00,3.51,10.82,1.78,1.42,9.73,10.73,28.97,84.0,1.64,62.91,30.04,74.07,59.61,1002.25,,
11/30/2015,18:00,138.87,26.52,2.55,2.55,10.35,18.53,40.36,102.72,1.15,259.62,24.97,66.78,8.18,1012.22,,
04/07/2018,14:00,2.67,6.56,,,,,41.0,86.0,2.68,151.6,30.86,54.14,733.11,1008.6,,
01/01/2014,07:00,13.27,11.91,0.76,,1.49,,95.81,130.46,1.43,30.32,13.4,96.47,13.28,,,
2/15/2015,11:00,1.65,15.73,2.68,2.48,15.74,14.9,84.0,156.0,2.79,71.53,19.57,60.07,371.48,1014.54,0.02,
11/04/2015,06:00,7.47,10.79,1.39,1.79,0.32,0.81,14.24,43.17,1.87,37.08,22.95,90.22,7.44,1011.57,,
23/02/2016,24:00:00,,,5.11,5.08,0.48,0.38,,,3.1,188.89,23.6,83.8,7.12,1011.67,0.02,
6/26/2015,11:00,3.52,6.12,4.29,4.34,0.07,,13.93,41.19,2.41,90.69,29.77,75.12,438.24,993.55,0.02,
7/28/2014,10:00,,,,1.19,,7.69,,,2.56,,27.21,82.09,380.91,,,
5/31/2017,06:00,3.03,2.42,,,,,10.0,22.13,2.55,177.83,25.34,94.83,23.26,1000.41,0.04,
14/06/2019,14:00,2.65,5.79,0.35,,3.17,,6.94,,0.8,147.43,28.36,87.8,275.98,998.45,,
12/29/2013,04:00,3.71,6.99,0.56,1.7,24.31,10.03,116.23,176.16,3.51,200.78,23.17,62.16,150.09,,0.02,
7/27/2014,04:00,2.91,8.54,1.16,1.31,5.97,6.16,24.35,,2.8,,27.3,84.62,6.21,1002.43,,
04/11/2013,06:00,73.72,1.85,2.39,2.94,,21.08,30.0,29.0,1.26,215.42,22.72,85.39,17.33,1088.13,,1.11
10/23/2014,09:00,4.59,9.89,2.52,2.44,12.54,7.76,24.97,44.37,3.39,75.59,26.61,67.24,529.16,1013.83,0.02,
5/20/2015,01:00,48.6,10.2,5.44,4.52,0.06,1.53,120.81,218.16,0.54,307.54,27.87,84.97,7.69,1002.53,,
6/30/2018,24:00:00,3.13,3.86,,,,,15.03,,3.27,168.16,28.21,83.43,6.79,1003.08,0.02,
16/01/2017,06:00,2.74,12.76,,4.33,,,87.63,132.46,0.51,53.23,13.87,90.56,8.0,1013.29,,
01/01/2018,18:00,10.36,16.47,,,,,44.72,160.57,0.39,178.78,24.0,73.9,9.54,1008.68,,
8/15/2014,06:00,2.71,6.63,1.29,1.36,7.75,6.7,7.94,23.97,3.71,104.13,26.01,89.26,7.45,1001.95,0.13,
8/20/2018,24:00:00,2.77,10.79,,,3.4,5.29,17.05,59.06,1.05,35.8,28.59,82.69,7.61,1002.81,,
10/12/2017,08:00,5.22,4.64,,,3.19,2.46,23.0,56.0,0.4,53.18,30.31,80.28,318.03,1005.55,,
10/21/2014,10:00,2.12,10.18,2.76,2.46,15.21,7.72,40.03,62.53,3.0,68.77,27.52,73.81,657.92,1014.77,0.02,
4/30/2013,23:00,4.91,8.87,3.64,3.63,5.82,10.77,,80.16,2.44,239.07,27.76,84.03,7.21,1085.79,0.03,1.45
3/24/2015,14:00,,9.51,3.43,3.51,6.51,,67.18,140.09,3.22,235.65,34.16,31.38,652.93,1007.68,,
10/23/2015,06:00,6.01,6.49,0.65,0.82,7.29,4.77,18.29,39.04,2.54,49.63,24.15,78.95,14.69,1009.51,0.02,
3/27/2015,23:00,12.09,43.55,4.9,3.96,,,140.5,258.37,1.19,87.26,25.95,67.02,7.36,1012.58,,
11/13/2016,03:00,5.46,10.9,2.36,4.68,,,61.78,94.34,0.47,96.13,22.33,92.64,8.03,1013.34,,
06/06/2018,21:00,7.8,9.21,,,,,30.31,63.72,0.32,295.8,29.43,78.42,7.79,1002.35,,
06/03/2017,21:00,2.81,0.51,,5.79,,,75.0,147.0,1.15,13.8,23.28,76.17,7.71,1007.89,,
3/16/2016,21:00,25.21,23.29,2.35,0.79,0.16,35.16,,,0.35,163.1,25.36,64.3,7.61,1008.81,,
18/05/2019,16:00,4.0,9.41,0.6,,24.94,,24.1,54.25,0.91,62.66,28.62,75.4,293.39,1004.31,0.04,
3/19/2015,21:00,0.16,15.48,3.36,2.92,0.05,,75.16,,1.67,254.83,24.62,55.62,7.06,1011.52,,
09/05/2018,23:00,0.8,9.59,,,3.38,5.78,40.17,74.93,2.61,164.62,28.74,86.44,7.03,1001.72,,
11/27/2016,02:00,13.74,14.53,2.81,4.07,,,137.66,223.17,0.47,63.89,20.24,87.01,8.24,1010.15,,
12/02/2016,01:00,17.05,16.46,3.36,5.94,0.1,0.93,36.4,93.16,0.75,87.3,20.86,79.52,7.85,1014.88,,
8/19/2015,20:00,6.83,5.36,10.26,10.61,,,16.68,24.09,2.26,75.28,25.21,98.14,6.8,1004.13,0.71,
25/03/2019,03:00,14.36,16.02,0.38,2.45,9.65,4.16,56.03,129.92,0.58,53.77,21.61,68.75,7.8,1009.23,0.04,
05/08/2013,21:00,,,3.3,3.09,10.57,17.15,24.87,38.78,3.24,170.7,24.91,90.28,6.98,1084.41,0.05,2.29
11/24/2015,09:00,110.5,14.7,1.58,,6.12,,17.87,41.58,2.81,57.53,21.54,64.09,438.6,1014.61,0.02,
05/07/2015,03:00,2.1,9.55,3.97,4.94,,0.15,63.64,117.65,1.23,58.19,26.68,76.24,7.6,1005.41,,
10/22/2013,01:00,1.78,6.46,1.97,2.15,4.36,4.43,24.07,42.94,1.47,17.9,25.49,86.48,6.77,1092.73,0.01,1.17
6/18/2016,15:00,3.55,5.88,0.84,0.79,6.92,8.2,,,2.05,126.14,32.6,61.34,693.01,1003.25,,
10/08/2014,14:00,2.3,6.78,2.22,2.2,32.11,18.54,,,2.18,251.05,33.11,56.98,689.44,1006.3,0.02,
5/22/2014,11:00,2.97,6.45,0.22,0.19,,,26.0,81.9,2.6,217.26,33.57,62.58,731.58,,0.02,
2/23/2014,16:00,0.06,11.86,2.16,2.17,24.9,22.06,97.0,161.1,2.62,280.66,26.13,57.24,170.7,,0.02,
18/06/2019,11:00,4.85,4.8,0.23,0.21,4.67,3.12,8.09,32.16,0.84,70.09,31.28,73.16,838.63,1001.05,0.06,
9/27/2016,08:00,5.01,7.47,1.63,1.58,0.47,1.99,23.19,44.52,0.42,102.54,28.05,88.28,199.22,1007.28,,
02/01/2013,02:00,44.79,14.32,2.93,,4.05,,274.45,384.63,1.92,208.88,17.86,83.6,7.89,1097.99,,1.17
12/29/2018,07:00,56.0,8.3,0.78,0.99,,,115.12,142.46,0.4,63.26,13.75,95.0,12.18,1015.95,0.03,
12/31/2013,15:00,5.18,7.7,0.39,0.57,18.88,12.73,47.0,92.28,0.51,348.49,26.84,36.19,301.54,,,
3/29/2015,24:00:00,54.03,25.6,4.83,3.91,,,134.16,271.18,0.66,101.64,25.74,81.1,7.35,1009.86,,
7/15/2017,05:00,4.26,2.39,,,,,13.97,32.97,4.26,43.94,27.02,92.56,7.6,1002.19,,
11/16/2016,06:00,2.82,5.85,2.1,2.66,0.24,,35.0,67.0,1.3,61.94,21.31,92.59,7.78,1012.08,,
12/20/2015,11:00,136.93,17.54,3.72,3.67,21.34,8.33,,,2.98,91.56,19.73,64.51,550.07,1018.64,0.02,
10/09/2015,12:00,179.56,14.89,0.64,0.67,20.36,6.99,6.13,28.0,3.34,221.25,29.09,72.42,539.49,1002.67,0.03,
9/29/2017,18:00,4.33,6.34,,,4.01,6.48,,12.07,0.4,20.34,25.29,98.38,8.8,1005.07,1.55,
23/03/2018,18:00,2.55,10.45,,,,,83.97,161.5,0.47,33.78,30.11,51.7,38.58,1006.12,,
7/22/2013,11:00,2.2,1.54,1.33,1.37,6.63,4.13,9.23,,2.27,177.11,32.18,69.42,894.62,1078.93,0.03,2.79
12/06/2019,08:00,8.59,6.13,0.26,0.55,1.69,1.91,,46.0,0.79,102.72,30.54,75.36,405.45,1002.07,0.06,
9/23/2018,12:00,3.31,9.46,,,,,12.16,31.53,0.87,42.94,29.65,74.88,146.66,1011.81,0.03,
12/22/2013,09:00,5.69,8.15,0.16,0.21,11.86,6.65,82.03,120.03,5.62,25.93,18.1,77.75,263.58,,0.03,
12/31/2014,08:00,55.77,16.35,2.82,2.72,0.47,0.84,215.94,,0.9,45.41,17.58,92.15,65.3,1013.73,,
11/24/2013,22:00,24.13,31.14,2.84,2.08,2.37,10.1,94.05,177.06,1.23,204.76,21.31,82.09,7.43,,,
8/26/2017,14:00,3.59,2.51,,,,,9.06,32.19,8.53,150.01,29.13,81.99,371.75,998.78,0.02,
22/01/2016,22:00,221.54,43.94,4.69,4.69,0.53,0.48,,,0.44,111.2,16.24,92.46,7.46,1016.86,,
8/28/2016,12:00,3.47,6.77,1.14,1.29,17.11,4.2,17.72,48.35,4.56,239.68,28.34,80.95,740.34,1007.71,0.03,
10/03/2017,10:00,4.48,0.78,,5.81,,,67.97,110.97,1.73,105.82,24.73,67.42,489.52,1009.83,0.03,
01/04/2013,23:00,14.84,22.19,1.66,1.78,1.85,10.1,139.32,215.28,3.42,104.01,18.65,74.98,7.16,1094.57,0.02,1.3
11/20/2012,06:00,6.36,2.59,5.23,5.74,,0.66,21.47,62.05,2.19,198.68,23.91,84.48,7.47,1093.04,0.03,2.04
13/06/2019,02:00,54.07,13.03,1.14,1.07,2.51,2.41,60.35,114.47,0.4,297.9,29.92,85.46,7.82,999.9,,
25/01/2017,23:00,20.47,20.88,,6.97,,,,164.06,1.26,46.93,21.13,52.85,8.59,1016.88,,
10/19/2015,15:00,5.0,6.06,0.75,0.84,43.49,25.65,22.2,50.26,4.26,205.08,31.31,56.86,479.97,1008.76,,
10/05/2016,12:00,2.87,8.57,1.64,1.57,22.78,17.11,18.0,50.0,2.22,143.35,30.23,72.66,575.17,1004.76,,
25/03/2019,24:00:00,37.07,32.83,1.3,2.08,4.45,13.34,144.83,312.36,0.49,59.43,25.0,57.24,7.83,1010.52,0.04,
7/20/2017,09:00,3.62,2.14,,,,,,,4.02,54.86,26.1,96.14,124.56,1002.34,0.57,
7/14/2014,22:00,46.34,23.97,2.86,1.88,3.5,11.4,83.74,154.07,0.86,,29.69,80.75,6.63,999.47,0.03,
23/05/2019,02:00,6.55,13.42,0.38,0.55,9.48,9.43,,67.59,2.9,157.64,27.72,84.55,6.94,1004.8,0.02,
04/02/2016,10:00,40.86,7.47,0.65,0.53,25.95,12.28,,,2.93,61.18,25.18,67.4,701.06,1012.01,0.02,
10/09/2013,11:00,0.42,5.51,1.36,1.25,15.04,12.06,23.16,66.74,7.81,55.58,29.07,54.47,639.54,1092.95,0.03,2.43
08/03/2017,23:00,3.85,0.83,,5.24,,,35.73,56.75,3.43,42.8,19.56,87.97,6.96,1010.08,0.02,
20/01/2017,12:00,3.03,7.04,,3.43,,,41.95,94.47,0.84,105.89,23.66,58.25,643.12,1016.49,,
10/07/2014,03:00,6.25,10.48,2.71,3.4,4.46,3.95,,82.28,2.03,85.97,27.22,85.17,7.13,1008.17,,
4/16/2016,23:00,6.39,10.42,0.91,0.87,17.37,22.84,25.0,42.87,2.52,61.99,21.69,96.79,5.99,1007.93,2.17,
08/12/2018,04:00,2.61,8.24,,,3.68,3.18,20.84,43.55,0.46,87.73,26.87,95.15,7.88,998.26,0.62,
12/24/2018,01:00,66.05,11.52,1.9,4.85,,,92.59,213.4,0.46,56.91,18.01,74.36,8.7,1013.83,0.05,
02/11/2014,14:00,0.05,9.55,1.98,2.59,6.05,7.38,133.84,189.03,1.14,180.85,19.15,80.99,7.76,,,
09/01/2017,10:00,3.75,11.62,,3.87,,,,78.0,2.24,74.54,20.76,69.59,434.14,1013.05,0.02,
7/25/2013,04:00,1.9,1.68,1.24,1.63,6.78,3.87,11.79,,4.04,39.12,25.44,94.19,7.04,1077.66,0.49,2.61
24/02/2017,21:00,5.78,0.16,,4.06,,,82.34,196.64,0.74,0.67,22.08,49.49,8.14,1012.66,,
03/07/2013,02:00,36.45,24.41,3.37,3.72,4.07,10.05,227.57,394.65,2.7,198.38,21.58,76.46,7.82,1095.5,0.01,1.22
10/09/2013,20:00,17.73,17.27,2.72,1.78,4.32,10.31,54.19,134.95,1.86,18.54,28.47,65.95,7.59,1090.86,,1.51
12/04/2017,04:00,3.66,5.61,,,,,22.95,49.26,0.71,63.38,17.81,87.81,7.63,1012.55,,
09/04/2016,11:00,4.6,7.74,1.24,1.14,10.78,6.46,7.0,19.25,2.06,100.52,30.45,74.18,701.53,1003.15,0.02,
09/01/2018,10:00,3.05,5.9,,,,,,119.25,1.06,96.33,15.06,93.97,406.09,1017.47,,
10/15/2014,15:00,2.29,6.64,2.32,2.49,22.15,12.31,12.09,36.0,3.9,228.04,31.19,64.0,531.76,1008.92,0.03,
10/05/2019,22:00,3.78,6.64,0.33,0.43,,18.64,80.19,162.98,5.2,211.03,30.56,76.35,6.13,1004.33,0.03,
9/20/2018,15:00,3.36,7.23,,,,,13.0,41.31,0.74,205.91,32.46,66.97,466.42,1004.26,,
04/03/2017,14:00,2.61,5.16,,,23.14,19.61,17.84,,5.52,80.58,21.83,79.68,519.34,1007.6,0.04,
12/02/2019,05:00,13.12,17.43,1.36,1.39,,,163.39,228.95,0.45,264.92,16.03,91.3,8.22,1016.03,,
07/05/2015,10:00,1.95,9.69,5.06,4.96,3.9,1.28,19.0,36.0,1.95,91.77,25.23,96.41,79.36,1000.39,0.03,
7/21/2014,02:00,5.45,10.22,1.09,1.1,5.41,6.26,10.91,23.84,2.74,,27.93,79.48,6.61,997.68,0.04,
01/11/2013,24:00:00,14.39,13.59,2.93,2.53,1.38,4.03,251.49,319.79,1.35,104.86,11.77,95.49,7.66,1098.65,0.01,1.23
