Date,Time,NO,NO2,CO,CO 8hr,O3,O3 8hr,PM2.5,PM10,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
5/30/2015,22:00,6.16,10.46,4.73,4.6,0.05,0.07,43.97,48.22,2.15,37.1,24.69,91.67,7.21,1006.02,0.48,
3/18/2015,17:00,,8.38,2.83,2.95,,,31.28,117.59,4.63,228.76,29.19,42.52,40.43,1007.72,0.03,
12/29/2018,08:00,62.9,8.49,0.88,0.95,,,91.08,127.09,0.44,74.32,13.97,95.49,71.04,1017.08,0.04,
18/04/2019,20:00,5.25,17.83,0.94,0.33,,37.18,48.63,109.03,0.4,283.33,28.72,61.13,7.97,1007.75,,
07/05/2015,18:00,7.59,9.15,5.1,4.95,2.96,6.82,23.06,62.59,2.26,168.71,30.7,73.2,107.55,996.33,,
19/03/2018,16:00,1.67,4.55,,,,,45.94,109.23,0.85,220.29,31.41,37.51,408.89,1008.45,,
01/12/2013,24:00:00,67.49,18.23,4.54,3.25,2.67,7.3,363.32,484.35,1.27,86.27,14.6,89.78,7.71,1095.28,0.01,1.19
11/06/2017,02:00,5.89,10.94,,,,,56.89,115.32,1.48,49.25,23.53,69.69,8.14,1010.75,,
8/29/2018,17:00,4.04,5.0,,,6.91,7.16,6.16,28.54,1.37,294.02,28.37,82.44,28.55,1001.07,2.84,
11/15/2018,11:00,0.94,5.46,,,5.02,,29.91,73.86,0.59,71.3,25.4,72.05,575.43,1014.23,0.02,
2/13/2015,10:00,92.63,20.93,2.56,2.77,17.61,5.51,,,2.18,88.02,19.7,59.3,462.8,1013.71,,
10/21/2015,11:00,7.95,8.91,0.83,0.78,21.98,6.98,37.0,79.06,2.89,99.23,29.93,68.81,792.7,1011.14,0.02,
11/12/2016,15:00,1.52,5.22,1.63,1.82,38.89,27.77,32.97,59.19,3.71,209.41,28.83,51.83,422.38,1010.98,0.02,
05/02/2018,02:00,3.68,11.71,,,,,128.16,,0.5,51.0,18.82,87.9,8.13,1014.55,,
08/11/2016,24:00:00,12.76,14.9,1.15,1.04,0.47,3.57,20.18,77.88,0.65,88.66,28.29,83.38,7.58,1004.32,0.02,
05/06/2013,20:00,,,3.39,3.17,12.01,17.02,27.14,29.32,3.53,170.89,23.47,93.1,7.38,1086.93,0.01,1.59
09/02/2018,23:00,16.83,27.89,,,,,168.84,,0.48,64.04,20.3,67.61,8.37,1012.18,,
9/17/2016,20:00,2.4,10.18,1.68,1.47,14.88,25.4,26.13,53.19,1.22,239.83,29.19,86.27,7.58,1003.93,0.04,
8/27/2016,03:00,1.87,6.49,1.19,1.45,6.18,8.78,87.33,182.19,0.61,224.7,28.73,89.19,7.54,1005.98,,
08/12/2013,16:00,2.46,2.95,1.96,1.8,6.91,5.27,10.94,32.87,2.07,330.67,30.38,74.73,272.2,1081.77,0.05,1.86
10/10/2016,21:00,3.47,11.63,1.73,1.76,4.49,6.64,,,2.83,181.34,26.78,88.26,7.19,1005.85,0.02,
3/24/2014,17:00,3.04,11.33,2.26,2.17,24.26,22.96,31.85,,4.26,59.46,28.92,55.09,222.75,,0.02,
29/04/2019,18:00,5.31,10.98,0.69,0.42,12.0,22.32,20.09,59.8,0.43,44.61,30.28,74.8,71.8,1003.22,,
05/08/2013,17:00,,,2.94,2.98,22.09,21.54,7.65,11.0,6.06,199.83,25.39,87.48,145.75,1081.48,0.04,2.67
8/21/2017,21:00,3.43,3.35,,,,,31.52,58.06,2.61,255.24,29.56,84.35,7.96,1000.95,,
19/02/2019,06:00,6.36,17.56,0.55,1.42,7.07,3.48,67.91,106.12,0.47,60.79,16.21,81.07,7.66,1011.31,0.02,
2/28/2015,10:00,5.43,12.86,2.72,2.78,7.96,2.06,104.98,165.31,2.28,79.17,25.19,73.76,476.05,1013.83,,
08/05/2013,02:00,2.03,4.71,1.62,1.82,4.21,4.98,29.97,49.13,5.23,243.24,29.41,86.21,6.9,1081.82,0.02,2.48
02/10/2018,15:00,2.91,5.53,,,,,35.06,96.0,2.28,237.71,33.35,48.4,542.37,1006.48,,
03/12/2013,05:00,4.5,3.93,2.11,3.07,32.57,16.72,72.23,168.57,2.34,213.1,22.75,70.88,7.34,1090.87,0.02,1.22
08/10/2014,07:00,3.85,9.31,1.24,1.28,8.43,7.41,10.97,30.94,3.65,121.03,27.84,78.91,70.26,1003.89,,
1/22/2019,08:00,7.78,12.75,0.37,0.6,4.86,4.38,47.37,71.55,0.67,64.67,16.84,82.39,113.24,1016.02,,
9/20/2016,19:00,7.11,15.23,1.88,1.84,0.91,3.11,11.29,22.47,0.53,115.58,26.02,89.63,7.68,1004.37,0.03,
9/23/2016,05:00,2.4,3.81,1.36,1.86,13.99,3.3,16.43,31.34,3.05,47.2,25.71,86.95,7.44,1006.3,0.02,
12/22/2014,16:00,4.69,8.23,1.22,1.3,24.26,14.21,25.86,67.16,2.47,222.83,26.5,33.61,218.83,1010.63,,
4/15/2014,09:00,0.3,9.98,2.46,2.63,16.02,9.81,73.23,168.33,5.4,57.84,28.23,62.24,492.94,,0.04,
06/01/2015,03:00,3.09,5.9,3.64,,0.78,,8.54,42.72,2.18,53.32,25.06,84.75,7.19,1002.6,,
08/12/2018,23:00,3.86,9.6,,,2.06,3.49,,59.97,0.38,313.65,28.07,92.13,7.37,998.84,0.03,
02/03/2017,21:00,7.4,0.07,,5.69,,,,298.63,0.45,82.01,24.38,66.84,8.25,1007.81,,
07/01/2015,01:00,5.37,9.03,4.8,,0.08,,34.88,88.57,2.77,121.63,27.52,86.47,7.17,1004.7,,
03/10/2018,17:00,3.08,6.93,,,,,49.8,118.0,0.46,239.45,32.47,57.4,95.09,1006.37,,
21/01/2017,17:00,3.08,5.79,,3.84,,,34.2,81.16,1.33,237.32,26.21,42.73,110.11,1013.64,,
22/03/2017,04:00,3.56,8.81,,,,,,111.0,0.74,61.04,18.76,87.07,7.98,1010.95,,
04/07/2017,11:00,3.26,5.23,,,4.23,2.33,29.22,,0.93,34.87,22.78,97.57,52.88,1009.94,5.41,
6/18/2015,04:00,7.9,5.8,4.17,5.25,,,,,0.51,222.22,26.53,89.07,7.56,1000.99,,
06/12/2013,12:00,3.15,5.49,0.73,0.75,36.61,25.46,17.94,64.68,9.13,95.11,36.65,36.4,998.57,1079.3,0.03,1.96
5/26/2013,15:00,,,3.0,2.95,21.59,13.53,17.97,50.11,4.06,10.84,34.75,57.34,774.93,1080.02,0.02,1.43
4/27/2013,18:00,0.58,3.82,3.3,3.21,31.63,35.34,45.3,71.29,4.0,201.76,29.74,68.49,92.07,1084.13,0.03,2.59
20/02/2017,01:00,8.59,0.14,,6.76,,,207.07,330.0,0.63,105.91,21.99,82.93,7.99,1009.12,,
10/13/2013,24:00:00,58.62,11.05,4.28,3.42,4.47,5.17,138.65,227.88,0.71,324.73,28.35,86.58,7.71,1090.52,0.02,1.45
2/25/2014,09:00,4.49,14.49,2.47,2.67,4.14,2.45,117.85,180.79,2.79,68.28,20.42,87.4,327.28,,0.02,
1/25/2019,02:00,77.18,23.27,2.63,3.14,1.96,4.59,227.2,320.41,0.25,209.78,18.25,90.33,7.89,1015.19,,
02/03/2014,15:00,,,,1.95,,10.55,92.0,,5.24,207.33,23.72,64.22,466.21,,0.02,
8/13/2018,01:00,3.62,8.01,,,1.87,2.3,,76.58,0.4,313.67,27.85,92.48,7.37,998.42,0.04,
03/08/2013,08:00,6.82,12.72,2.44,2.74,14.1,7.44,116.45,178.56,3.86,208.77,20.63,67.74,196.98,1096.73,0.04,1.36
6/29/2014,02:00,3.68,11.53,0.71,0.81,5.66,5.67,14.0,30.09,2.25,,26.45,91.59,6.6,1001.33,,
6/25/2014,07:00,12.25,13.53,0.91,1.36,3.48,3.31,57.41,103.22,1.54,,27.48,85.98,121.65,998.91,,
10/02/2016,20:00,78.79,36.57,4.85,4.86,0.46,0.33,,,0.9,244.08,22.02,84.14,7.75,1009.84,,
1/31/2013,21:00,25.67,,3.05,1.93,4.91,,240.6,377.97,2.05,93.17,21.49,66.09,7.79,1097.51,0.01,1.15
12/25/2018,06:00,32.41,7.12,0.43,1.44,,,43.66,67.91,0.5,63.95,16.0,86.32,7.42,1012.79,,
12/01/2017,01:00,22.25,11.34,,,,,86.91,232.06,0.48,54.32,19.77,83.98,8.2,1012.3,,
8/23/2016,09:00,3.9,7.45,1.04,1.38,6.89,2.02,,,1.0,195.15,29.31,78.64,380.27,1006.14,,
5/14/2017,07:00,2.67,4.37,,,27.41,,,,1.23,65.03,22.95,98.25,23.82,1005.31,2.52,
11/21/2014,08:00,11.6,11.25,0.9,0.92,2.19,1.38,39.94,75.67,2.62,42.5,20.73,78.84,210.83,1013.13,0.02,
26/02/2016,02:00,,,4.97,5.14,0.51,0.44,,,1.51,42.47,20.9,82.55,7.75,1016.71,,
01/03/2014,21:00,5.21,28.22,2.58,1.18,4.95,18.89,213.22,279.03,1.54,278.17,18.98,72.93,7.66,,,
11/16/2016,18:00,14.12,23.76,3.85,2.45,1.05,15.17,40.6,103.97,0.44,223.81,26.72,68.71,8.61,1011.05,,
27/05/2019,08:00,4.25,7.27,0.24,0.29,2.99,2.94,11.0,16.96,0.46,34.77,26.78,83.53,333.04,1006.48,0.03,
3/15/2016,16:00,,,0.43,,32.29,,,,6.06,227.77,30.33,39.67,442.62,1007.83,0.03,
04/10/2015,23:00,10.31,17.12,4.61,3.9,,,,,1.42,88.45,26.42,82.33,7.31,1008.56,,
11/11/2012,15:00,3.33,4.42,4.97,4.83,6.27,5.96,47.61,103.05,4.67,227.3,29.15,50.13,401.7,1090.97,0.01,2.43
08/01/2018,23:00,6.57,16.13,,,,,,229.44,0.41,202.55,14.02,95.92,7.85,1015.31,,
06/07/2016,24:00:00,4.69,13.44,1.13,1.09,,,21.31,47.22,0.7,358.74,26.54,89.11,7.82,1006.37,0.02,
10/02/2017,13:00,3.13,3.91,,,13.23,6.79,8.84,42.73,0.64,111.37,31.5,67.18,673.35,1005.4,,
8/13/2018,13:00,2.64,8.43,,,6.58,3.72,7.0,41.51,0.47,113.61,31.77,71.38,657.66,998.46,,
6/22/2016,19:00,4.17,9.2,1.08,,16.59,,,53.13,0.97,214.42,26.1,90.27,7.85,1003.22,1.16,
04/07/2017,03:00,28.42,7.52,,,0.16,1.62,119.94,,0.4,107.23,22.85,91.32,8.01,1006.86,,
09/04/2013,07:00,0.75,2.76,0.32,0.37,3.85,3.99,6.98,27.07,4.27,130.25,27.57,86.1,48.89,1084.18,0.04,1.71
7/31/2014,11:00,2.62,8.07,1.18,1.1,12.03,8.06,6.62,,2.21,,31.2,68.95,635.88,1002.75,0.03,
05/08/2014,15:00,1.02,6.46,2.84,2.77,,,17.1,35.78,6.82,341.74,25.49,86.54,184.59,,0.05,
11/29/2012,01:00,11.9,8.7,6.07,6.24,0.65,1.35,108.33,155.91,3.28,187.98,20.02,88.53,7.31,1092.48,0.02,1.37
11/13/2018,24:00:00,4.05,10.0,,,,,104.06,212.31,0.46,64.02,22.19,86.18,7.76,1010.36,0.03,
8/22/2016,09:00,3.64,7.25,1.12,0.92,17.56,12.52,20.0,38.0,2.31,90.18,29.2,69.97,636.37,1005.9,,
8/17/2018,18:00,3.21,7.77,,,13.63,13.87,8.9,35.92,0.39,342.33,31.78,72.54,56.7,995.67,0.04,
7/23/2016,06:00,3.73,5.24,0.64,0.81,3.7,2.42,,14.9,0.67,26.69,24.58,97.13,11.53,1005.21,0.1,
12/22/2015,16:00,153.22,16.24,3.81,3.82,34.78,24.25,,,2.25,171.72,23.28,41.74,228.94,1015.65,,
05/02/2019,21:00,19.88,48.75,3.36,1.4,,,156.0,264.45,0.45,258.44,20.87,76.54,8.21,1012.9,,
6/17/2013,13:00,2.69,1.45,0.77,0.88,16.77,11.29,38.0,80.0,6.03,233.28,33.23,70.21,557.66,1080.29,0.05,1.59
3/27/2016,08:00,33.66,11.08,1.01,0.98,14.89,19.96,,,1.94,42.46,24.33,73.11,167.13,1012.93,,
24/03/2019,13:00,4.14,9.03,0.3,0.25,37.54,20.55,,123.02,1.4,174.5,30.67,44.33,733.75,1010.24,,
8/31/2013,23:00,1.65,8.05,0.81,0.76,4.42,4.75,32.81,50.98,3.71,7.38,27.18,92.65,6.65,1086.0,0.1,2.28
02/11/2013,11:00,4.97,7.59,1.46,1.64,27.9,11.59,,98.32,4.87,229.38,24.11,48.22,619.19,1096.96,,1.46
06/12/2015,19:00,6.23,9.74,4.13,4.12,0.11,0.89,9.46,20.42,1.39,43.68,24.78,91.97,14.02,1001.44,0.03,
09/08/2018,01:00,2.97,10.71,,,5.1,6.99,18.0,51.94,0.32,275.12,27.77,83.42,7.88,1006.47,0.03,
5/28/2014,04:00,2.72,6.94,0.25,0.64,,0.07,,27.16,3.01,126.94,28.26,84.96,6.73,,,
11/19/2017,02:00,8.87,7.07,,,,,42.59,95.01,0.54,58.25,24.39,91.76,8.01,1009.67,,
01/02/2019,12:00,2.22,8.52,0.67,0.65,,,38.0,93.0,1.74,91.2,24.21,48.41,641.45,1017.86,0.03,
3/17/2015,06:00,0.87,17.84,3.31,3.17,,,86.81,122.88,1.72,67.93,19.68,85.91,7.71,1012.22,,
07/01/2017,01:00,35.45,20.97,,4.41,,,163.16,227.33,0.45,150.17,17.08,95.72,8.09,1011.44,,
8/22/2013,16:00,1.04,3.27,0.36,0.41,7.82,5.74,18.26,54.12,2.43,210.38,33.65,56.6,911.2,1082.52,,2.23
08/09/2014,18:00,5.53,14.35,1.57,1.36,11.8,17.32,,,1.79,96.29,32.69,57.87,96.22,998.94,,
10/23/2014,11:00,2.22,9.49,2.57,2.47,19.76,10.41,20.28,61.26,3.03,96.14,29.0,64.37,754.48,1013.34,,
12/20/2016,06:00,0.49,12.09,3.31,3.85,2.66,1.93,118.41,167.23,1.1,56.52,18.83,90.16,7.95,1012.15,,
12/20/2018,14:00,15.21,8.83,0.48,0.92,,,24.97,63.78,5.61,187.62,23.26,69.4,566.22,1012.86,0.02,
5/26/2014,17:00,2.79,7.02,0.23,0.27,,,12.0,35.09,2.25,216.92,35.77,53.15,131.38,,0.03,
1/21/2015,05:00,8.56,17.3,2.32,2.47,0.65,0.95,98.0,141.71,1.46,190.71,15.02,97.39,7.42,1017.76,0.02,
03/12/2014,18:00,62.3,5.03,2.55,,20.23,,,,2.67,218.23,28.48,46.44,28.6,,,
15/06/2019,18:00,3.44,7.28,0.34,0.33,4.84,6.05,19.12,43.19,0.48,112.29,27.47,84.77,78.94,998.31,0.05,
08/04/2015,11:00,,,,7.15,,0.24,,,1.12,81.3,25.45,96.04,74.21,1003.8,0.47,
22/02/2018,08:00,2.33,6.71,,,,,67.63,125.92,2.14,62.37,19.6,68.12,101.75,1010.25,,
5/24/2013,07:00,,,2.93,3.08,3.4,2.8,25.03,23.2,3.02,167.56,27.0,86.83,153.37,1082.12,0.04,2.51
11/13/2013,06:00,,4.19,1.75,2.06,5.32,6.78,23.13,47.93,4.0,32.86,20.14,86.33,7.3,,0.02,
12/05/2016,20:00,64.02,32.86,7.08,4.64,0.48,16.08,159.81,336.13,0.41,325.13,23.13,73.94,8.16,1013.39,,
5/23/2018,17:00,3.11,4.36,,,,,13.03,37.0,0.64,203.46,27.11,86.39,159.06,1004.29,0.03,
06/01/2017,02:00,7.58,20.45,,4.69,,,160.01,253.75,0.37,353.28,17.78,94.35,8.73,1011.11,,
17/02/2018,15:00,1.74,5.0,,,,,54.88,135.53,3.39,175.12,26.61,44.36,484.89,1008.33,0.02,
1/18/2014,15:00,1.48,8.33,0.7,0.83,19.42,14.52,28.23,95.32,3.31,68.61,30.86,36.06,412.92,,,
04/05/2014,19:00,2.45,18.07,4.94,2.41,14.69,28.85,118.73,186.56,1.64,254.37,30.36,53.07,8.2,,0.02,
11/09/2016,19:00,60.04,26.31,5.08,2.75,2.4,13.57,,343.54,0.45,247.32,25.46,77.15,7.86,1009.62,,
5/28/2016,12:00,4.04,7.43,0.55,0.45,29.29,30.21,11.19,30.23,3.58,43.95,25.87,83.88,386.9,1004.31,0.05,
12/29/2012,04:00,2.98,,6.18,6.49,6.2,6.5,59.06,93.13,1.72,191.51,13.88,99.13,7.54,1093.51,0.01,1.4
7/27/2013,17:00,5.52,9.36,1.71,1.55,3.81,5.48,0.11,,3.39,86.33,27.2,90.34,44.79,1079.65,0.64,1.84
11/17/2016,07:00,5.61,7.61,2.04,2.31,1.55,0.61,24.1,51.22,1.94,62.42,21.24,84.75,63.39,1013.33,,
12/18/2017,05:00,7.34,6.92,,,,,30.41,65.26,0.47,58.82,16.95,86.85,7.85,1015.39,,
3/26/2014,01:00,6.09,20.32,2.37,2.65,5.5,11.15,72.28,,3.01,29.16,25.28,76.83,7.34,,0.02,
10/03/2018,07:00,2.74,7.49,,,,,68.87,122.59,0.8,59.38,19.49,77.79,45.99,1011.03,,
11/12/2015,19:00,5.88,19.61,4.18,3.15,19.56,34.25,72.38,,0.96,284.84,25.28,69.08,7.41,1011.21,,
04/02/2013,14:00,5.01,0.94,2.35,2.48,15.4,9.86,42.16,89.72,2.51,325.7,32.81,54.83,717.25,1090.21,0.05,2.26
12/05/2014,13:00,134.87,5.2,0.82,,11.14,,,87.0,2.7,79.15,27.61,46.02,582.26,1012.36,,
07/06/2019,19:00,6.03,7.78,0.27,0.21,2.78,5.14,7.12,26.15,1.87,113.86,28.74,81.39,12.24,1004.71,0.04,
12/15/2018,05:00,,,0.63,1.47,,,48.11,78.0,0.44,59.17,18.64,92.68,7.76,1015.18,,
1/22/2019,22:00,62.76,39.0,3.07,1.59,4.24,12.77,,221.31,0.39,221.54,20.15,76.84,7.55,1015.09,,
10/29/2017,17:00,3.68,6.36,,,12.06,14.91,16.33,56.58,2.12,78.84,23.59,80.46,41.43,1013.01,,
06/07/2013,21:00,9.09,12.63,0.89,0.77,5.97,9.98,22.06,27.03,2.99,119.38,27.92,87.53,7.56,1083.29,0.02,1.32
07/08/2014,15:00,3.8,11.75,1.11,0.96,9.22,9.14,6.98,19.96,3.83,,26.44,89.63,280.52,999.12,0.03,
3/19/2014,15:00,1.67,6.4,1.87,2.11,29.13,23.93,77.84,158.97,6.73,201.07,32.77,55.69,495.24,,0.06,
12/30/2016,18:00,33.87,32.0,4.58,3.29,,,27.0,94.37,0.39,122.98,24.71,59.17,9.54,1012.74,,
1/14/2019,08:00,8.45,7.41,0.68,,,,78.0,109.0,0.75,50.47,15.23,88.49,100.76,1014.57,,
1/30/2013,16:00,4.33,3.7,1.29,1.52,,,80.95,138.16,4.43,17.88,26.6,,286.59,1094.74,0.04,1.44
6/27/2013,03:00,1.3,0.29,0.98,1.11,6.91,5.81,6.12,29.13,4.45,121.31,27.82,88.44,6.67,1080.87,0.03,2.35
6/22/2013,22:00,1.52,6.11,1.05,1.04,12.83,15.18,11.94,45.21,5.13,195.73,28.09,90.23,6.73,1078.97,0.31,2.38
8/24/2014,07:00,4.11,7.11,1.4,1.47,4.32,3.95,,19.9,5.64,157.91,26.4,85.85,54.83,1006.24,0.03,
9/28/2016,18:00,1.74,6.24,1.52,1.51,14.84,22.26,25.97,73.67,2.07,259.67,30.52,78.97,21.68,1001.68,0.02,
12/01/2016,18:00,25.27,20.01,4.34,4.34,,,,157.0,1.2,277.4,20.41,65.09,11.47,1011.27,,
3/17/2016,21:00,4.98,16.04,1.1,0.46,12.69,42.21,,,0.82,274.3,26.01,50.26,7.2,1011.26,,
10/24/2016,05:00,3.01,8.97,1.81,2.17,2.75,2.7,19.22,51.54,0.47,46.92,23.92,80.45,8.24,1004.01,,
26/05/2019,21:00,8.51,15.14,0.53,0.45,2.95,2.92,75.95,135.04,1.01,117.73,28.26,82.84,7.19,1003.78,0.03,
8/18/2013,20:00,11.19,5.57,2.35,2.07,5.37,9.95,21.06,85.31,4.0,153.11,31.44,74.87,6.66,1078.89,0.02,1.89
5/18/2016,23:00,8.04,16.97,1.01,0.92,5.03,16.03,24.06,56.19,2.45,75.73,25.83,86.63,7.06,1006.91,0.03,
09/09/2017,13:00,4.2,2.0,,,,,14.77,29.69,4.35,150.81,26.82,95.35,126.29,1005.19,0.18,
02/03/2017,12:00,4.15,0.65,,4.93,,,82.84,171.28,0.81,113.01,26.06,57.53,694.55,1011.38,,
06/05/2017,11:00,3.12,3.27,,,14.79,5.93,28.72,60.53,1.59,115.46,27.06,87.09,386.84,1004.31,2.29,
8/27/2016,20:00,9.0,23.19,1.93,1.34,5.92,24.29,30.42,86.41,0.52,117.23,31.12,75.16,7.93,1004.24,,
04/02/2013,15:00,4.98,1.7,2.39,2.46,22.91,12.23,49.11,80.31,4.67,355.06,32.92,54.12,578.61,1088.9,0.03,2.45
11/14/2012,01:00,12.99,5.2,6.21,5.61,0.7,2.3,120.42,172.46,1.33,243.0,22.18,89.2,7.46,1093.07,0.03,1.97
09/10/2016,11:00,2.43,4.61,1.2,1.27,12.05,4.85,23.03,61.29,3.62,184.55,30.02,72.33,546.65,1007.03,0.06,
05/04/2019,01:00,4.22,10.64,0.17,0.73,,6.63,31.57,66.6,1.32,112.11,23.35,80.09,7.43,1010.7,0.44,
12/26/2018,12:00,7.76,9.58,1.01,0.88,,,19.12,57.13,0.41,95.42,23.65,58.25,627.0,1012.88,0.04,
12/21/2016,06:00,5.55,11.92,3.73,5.67,1.48,3.67,111.49,143.38,1.37,120.5,18.05,98.55,7.55,1011.93,,
06/07/2014,22:00,13.17,26.33,2.03,1.05,,0.74,60.93,140.58,0.83,128.11,32.1,74.26,7.47,,,
24/04/2019,03:00,7.47,14.9,0.33,1.4,,,49.2,88.2,0.48,53.34,25.78,66.45,7.75,1008.12,,
1/29/2014,21:00,8.54,26.87,3.26,1.72,3.16,17.7,118.72,185.74,1.71,241.09,21.19,71.91,7.73,,,
07/03/2018,18:00,3.13,6.64,,,,,21.06,39.22,0.4,218.36,26.37,93.86,33.71,998.03,0.09,
12/18/2012,17:00,2.89,2.27,5.94,5.72,13.58,10.21,104.03,150.91,4.76,,21.66,81.95,53.64,1093.05,0.01,
09/01/2014,18:00,5.34,11.33,1.77,1.68,9.62,12.63,12.23,41.61,1.62,249.97,30.27,69.23,45.94,1001.92,,
4/13/2014,07:00,40.9,4.06,1.74,2.68,31.5,10.9,,,5.98,344.71,22.4,64.47,98.2,,0.04,
01/06/2014,08:00,2.54,5.72,0.93,1.31,6.04,6.06,84.03,120.71,2.31,20.18,14.91,98.18,28.53,,,
2/19/2014,06:00,23.73,12.1,2.33,3.92,1.93,2.35,199.89,283.18,2.23,9.95,15.99,80.01,7.35,,,
8/14/2017,06:00,3.73,1.93,,,,,12.0,34.66,2.76,156.21,26.04,97.01,13.85,1005.21,0.04,
15/02/2018,18:00,2.02,11.13,,,,,57.94,116.55,0.63,251.22,24.6,54.48,30.4,1015.42,,
28/03/2017,21:00,3.86,11.1,,,,,58.97,165.6,0.62,45.0,26.45,72.69,8.09,1009.7,,
07/11/2018,02:00,12.37,5.91,,,,,27.0,74.0,0.45,56.37,27.89,89.81,8.27,999.87,0.03,
03/05/2016,11:00,,,,,,,,,3.78,93.73,26.23,59.23,584.11,1013.32,0.02,
12/11/2015,11:00,62.24,11.46,3.26,3.31,8.92,3.65,,,2.71,66.38,21.29,79.25,450.18,1014.04,,
06/08/2016,06:00,3.62,7.04,0.67,0.93,,,10.83,22.94,0.42,205.23,25.17,95.69,17.58,1004.47,0.09,
1/28/2019,24:00:00,114.7,31.4,3.65,2.11,,,214.62,345.0,0.39,159.94,19.76,90.38,7.93,1014.81,,
01/06/2019,10:00,109.21,11.9,1.14,0.69,,,26.46,69.84,1.03,72.99,20.85,61.34,502.21,1016.93,,
7/27/2014,03:00,5.39,10.97,1.36,1.3,4.16,7.39,15.07,,2.28,,27.39,87.34,6.41,1002.57,,
6/19/2015,16:00,3.49,5.73,3.72,3.75,5.09,2.15,,,2.43,230.39,32.4,67.11,508.06,998.48,0.02,
14/05/2019,10:00,4.09,4.73,0.3,0.24,32.21,,11.2,21.12,2.78,68.5,27.08,74.79,610.3,1008.62,,
03/12/2016,18:00,,,,,,,,,1.36,241.5,30.3,46.06,42.6,1005.98,,
9/30/2017,04:00,3.28,2.88,,,5.48,4.14,,9.93,0.49,83.16,25.67,97.83,7.33,1006.61,0.11,
6/23/2013,24:00:00,2.55,5.66,1.1,1.3,8.53,10.69,41.27,81.2,5.82,57.12,29.0,85.42,6.26,1077.37,0.69,2.8
09/02/2016,12:00,75.22,20.32,4.81,4.81,0.39,0.41,,,2.13,81.02,23.39,68.05,467.84,1014.1,,
11/09/2012,05:00,3.22,2.43,4.81,5.65,1.49,0.94,31.06,52.94,3.09,191.8,21.11,88.3,7.25,1091.13,0.04,2.12
09/02/2016,06:00,62.99,19.71,4.8,4.81,0.39,0.44,,,1.23,29.82,19.22,84.52,7.25,1012.8,,
15/01/2016,07:00,123.57,21.77,4.59,4.57,1.85,1.71,,179.47,2.37,44.15,14.65,89.27,10.9,1012.48,,
08/01/2018,22:00,2.52,5.81,,,4.08,4.1,17.95,49.09,6.19,142.59,27.27,81.42,5.96,1000.64,0.02,
07/07/2014,17:00,2.84,8.24,0.78,0.71,11.6,11.5,21.15,62.19,5.21,,30.98,70.22,108.73,998.47,0.02,
7/21/2018,14:00,5.0,8.06,,,,,,34.53,1.79,29.12,27.58,90.82,253.9,999.57,0.1,
08/02/2017,07:00,3.38,2.54,,,,,6.03,14.1,4.24,50.85,26.09,96.97,18.94,1001.7,0.03,
1/30/2014,15:00,2.08,9.43,1.59,1.35,20.69,15.15,39.93,120.27,2.82,88.14,29.53,27.64,467.86,,0.02,
6/19/2016,13:00,4.12,5.42,0.79,0.81,15.31,10.53,,,3.19,196.66,30.8,69.24,743.56,1005.51,,
05/05/2013,07:00,,,2.91,3.32,16.34,13.85,12.29,24.22,3.7,297.24,22.16,97.67,15.4,1091.49,1.92,2.49
02/06/2014,05:00,0.96,10.1,2.07,2.68,5.95,4.87,181.35,265.49,2.63,10.63,17.06,87.54,7.38,,0.02,
09/02/2018,24:00:00,9.84,25.99,,,,,162.35,,0.5,56.88,20.09,64.57,8.28,1012.21,,
4/27/2018,05:00,1.7,5.17,,,,,42.1,85.66,3.81,243.32,24.01,78.41,6.94,1008.53,0.03,
11/04/2015,04:00,6.56,13.45,1.45,1.99,1.39,2.29,21.08,73.48,1.66,49.36,23.59,85.48,7.1,1011.06,,
7/22/2016,20:00,5.26,13.67,1.06,0.95,2.15,5.78,15.04,33.0,2.34,69.3,26.43,92.91,6.93,1004.71,1.7,
11/12/2014,24:00:00,27.85,28.47,1.89,1.75,1.02,6.66,91.66,167.7,1.39,60.09,23.62,81.32,7.74,1013.02,,
06/11/2017,01:00,3.38,3.75,,,,,,14.25,0.88,59.78,25.09,88.87,7.2,1001.2,0.05,
10/17/2016,22:00,5.37,19.68,2.54,2.28,1.24,14.94,70.41,124.44,0.4,271.1,29.02,78.42,7.94,1006.18,,
3/16/2016,11:00,4.02,8.27,0.73,0.72,41.4,15.61,,,1.31,171.53,27.6,58.05,666.16,1011.63,,
09/10/2016,10:00,2.4,4.1,1.18,1.31,10.1,3.65,24.94,71.66,3.7,187.58,29.54,75.01,638.66,1007.16,0.05,
10/19/2014,12:00,1.55,7.39,2.46,2.6,37.27,18.06,38.7,71.52,3.39,145.38,28.6,59.01,712.09,1010.19,0.02,
02/12/2015,04:00,0.3,22.07,3.08,3.75,0.2,1.72,185.45,245.59,1.19,48.2,16.21,93.59,7.54,1013.53,,
5/27/2016,20:00,4.62,19.69,0.85,0.51,14.27,29.27,16.65,46.5,1.14,97.15,25.22,88.83,7.52,1002.82,0.04,
07/10/2014,17:00,4.08,17.47,1.13,1.06,17.02,8.89,104.48,127.75,2.4,,32.11,69.27,268.72,996.43,0.02,
11/15/2018,17:00,,,,,9.51,8.7,31.26,72.7,0.46,52.83,25.9,67.24,49.09,1010.44,0.02,
